What is an integrated service team?	"It is a team in which members are collected based on their area of knowledge to address <font color=""#00c3c3"">one common goal</font>. The key point here is that there areas in which member <font color=""#00c3c3"">knowledge overlaps</font> but each has <font color=""#00c3c3"">their own scope</font> in which they contribute to the team."	"<img src=""paste-13397f6fec53865ec513cd2574c03ca54587a5f5.jpg"">"	y	KIN_240::Pre-Midterm_1::Integrated_Service_Team
Explain tissue failure in regards to tissue response	This is when you force the tissue well beyong its yield point which results in injury<div><br></div><div>Strain --&gt; Rupture --&gt; Tear --&gt; Fracture</div>		y	KIN_240::Pre-Midterm_1::Injury_Identification
What are the mechanisms for causing injury? (5)	1. Compression<div>2. Tension</div><div>3. Shearing</div><div>4. Bending</div><div>5. Torsion</div>		y	KIN_240::Pre-Midterm_1::Injury_Identification
Explain compression in regards to tissue loading (injury)	Basically a crushing blow which causes bruising.<div>- getting punched, charlie horsed, one drastic hit or repeated submaximal hits.</div>	"<img src=""paste-60f9c0708d7e22acdf5c11a225cafb4dab469ae0.jpg"">"	y	KIN_240::Pre-Midterm_1::Injury_Identification
Explain what an injury due to tension is.	Pulling force which stresses beyong yield point<div>- often results in sprains, strains, or avulsion type injuries.</div>	"Avulsion: the action of pulling or tearing away<div><img src=""paste-c0a88261617c79763bf487da545966914a7b4de2.jpg""><br></div>"	y	KIN_240::Pre-Midterm_1::Injury_Identification
Explain what an injury due to shearing is.	Force moving across the parallel organisation of tissue<div>- Eg: road rash, usually on skin.</div>	"<img src=""paste-383dcf7383411ef46c7a914ed4b366796f2893d7.jpg"">"	y	KIN_240::Pre-Midterm_1::Injury_Identification
Explain what an injury due to bending is.	Caused by three forces while structure is under axial load<div><br></div>	"Already bowed structures encounter axial loading.<div><img src=""paste-2fb4e3ab5ad9ea615e19bd440f10e7f242ce2119.jpg""><br></div><div><img src=""paste-4b9deeca4760bb7f360c60362186ff28c1cd4b10.jpg""><br></div>"	y	KIN_240::Pre-Midterm_1::Injury_Identification
Explain what an injury due to torsion is.	Loads caused by twisting in opposite directions from opposite ends.<div>- stress encountered will be perpendicular and parallel to the loads</div><div><br></div><div>Eg: Arm wrestle injuries on humerus</div>	"<img src=""paste-c86739a59dcc340599f9779b147e0b019790dcd7.jpg"">"	y	KIN_240::Pre-Midterm_1::Injury_Identification
What are the 3 diagnosis for the severity of an injury?	1. Life threatening<div>2. Serious</div><div>3. Non-life threatening/non-serious</div>			KIN_240::Pre-Midterm_1::Injury_Identification
Life threatening injury	Athlete is at immediate risk of their health, wellbeing, or life.<div><br></div><div>Eg: Severe bleeding, head injury</div>		y	KIN_240::Pre-Midterm_1::Injury_Identification
Serious injury	A debillitating injury which will have significant implications on the ability of an athlete to continue playing sport.<div>- may require surgery or extensive rehab</div><div><br></div><div>Eg: ACL tear, shoulder dislocation</div>		y	KIN_240::Pre-Midterm_1::Injury_Identification
Non-life threatening/non-serious injury	Majority of sports injuries fall into this category<div>- wide variety of debilitation, time lost, and rehab is necessary</div>		y	KIN_240::Pre-Midterm_1::Injury_Identification
Acute injury	Immediate onset, often directly after a mechanism of injury<div>- athlete may not report pain right away</div><div>- often accompanied by swelling</div><div>Requires some form of immediate intervention.</div>		y	KIN_240::Pre-Midterm_1::Injury_Identification
Chronic Injury	Injury often due to a number of small acute events or micro-traumas<div>- can be caused by numerous factors</div><div>- due to habits</div><div>- usually longer in duration</div>		y	KIN_240::Pre-Midterm_1::Injury_Identification
Recurrent Injury	Injury heals in a weakened or stretched position<div>- often as a result of improper or vacant rehab period</div><div>- unstable and susceptible to re-injury</div><div>- significant influence on performance</div>		y	KIN_240::Pre-Midterm_1::Injury_Identification
Intrinsic Injury	Injury resulting from athlete dysfunction or overuse.<div>- something within the athlete</div><div>- not really influenced by the physical environment around them</div><div><br></div><div>Eg: Cramps</div>		y	KIN_240::Pre-Midterm_1::Injury_Identification
Extrinsic Injury	Injury due to interacting with an opponent or structure		y	KIN_240::Pre-Midterm_1::Injury_Identification
Environmental Injury	Injury due to the result of the surroundings<div><br></div><div>Eg: Sunburn, frostbite.</div>		y	KIN_240::Pre-Midterm_1::Injury_Identification
What does EAP stand for?	Emergency Action Plan	This plan should be in place for all events you are involved in		KIN_240::Pre-Midterm_1::Injury_Identification
What are the key roles to an EAP? (3)	1. Charge person: most capable to handle injury<div>2. Call person: calls ambulance and relays all info to EMS</div><div>3. Control person: The person who will keep onlookers away from the injury scene&nbsp;</div>			KIN_240::Pre-Midterm_1::Injury_Identification
Go through the procedure when activating an EAP	1. Activate protocal<div>- call person calls EMS</div><div>- control person secures equipment and does the general help</div><div><br></div><div>2. Charge person performs intervention</div><div>3. Control person meets ambulance and call person relays info</div><div>4. Ensure medical info goes with athlete to hospital</div><div>5. Have someone accompany athlete to hospital</div><div>6. Complete injury report form</div>			KIN_240::Pre-Midterm_1::Injury_Identification
When should EMS be called?	"<img src=""paste-f2387b0343ece763a94a898b5153e977742e2954.jpg"">"			KIN_240::Pre-Midterm_1::Injury_Identification
When should injury evaluation begin?	It begins once life-threatening injuries has been ruled out.			KIN_240::Pre-Midterm_1::Injury_Identification
What is the acronym for the secondary survey to understand the extent and severity of the injury in injury evaluation.	History<div>Observations</div><div>Palpation</div><div>Special Tests</div>	HOPS		KIN_240::Pre-Midterm_1::Injury_Identification
Explain 'history' in HOPS	"What do you want to know when investigating an injury?<div>- <font color=""#00c3c3"">sounds and sensations</font> (did this athlete have a severe fracture?)</div><div>- <font color=""#00c3c3"">Position</font> of the body/limb</div><div>- Was there <font color=""#00c3c3"">contact</font> with an opponent/strucutre?</div><div>- What <font color=""#00c3c3"">way</font> did the limb go?</div><div>- What <font color=""#00c3c3"">direction was the force/blow</font> applied to the body?</div><div>- <font color=""#00c3c3"">Where </font>is the pain?</div>"	Do you have pain anywhere else?	y	KIN_240::Pre-Midterm_1::Injury_Identification
Explain 'observation' in HOPS	"What can you <font color=""#00c3c3"">see</font> injured vs. uninjured<div>- have a side-by-side comparison&nbsp;</div><div><br></div><div>- SHARP</div><div>- Deformity</div><div>- Severe Bleeding</div>"	In ideal cases, the history portion of the injury evaluation should give you ample information so that you do not have to move too much in the observation portion.	y	KIN_240::Pre-Midterm_1::Injury_Identification
What does the acronym SHARP mean?	Swelling<div>Heat</div><div>Altered Function</div><div>Redness</div><div>Pain.</div>	"<img src=""paste-c6d60b99f3bcc88c06451e38ce398d358b64812c.jpg"">"		KIN_240::Pre-Midterm_1::Injury_Identification
Explain 'palpation' in HOPS	"What can you feel injured vs. uninjured?<div>- <font color=""#00c3c3"">expose the area</font> as best as you can (take off equipment)</div><div>- <font color=""#00c3c3"">apply appropriate pressure</font> depending on severity of injury</div><div>- know what <font color=""#00c3c3"">surface structures</font> you are touching (anatomy)</div>"		y	KIN_240::Pre-Midterm_1::Injury_Identification
Explain 'special tests' in HOPS	"<font color=""#00c3c3"">Specific</font> to the type of injury sustained and structures involved.<div>- performed by <font color=""#00c3c3"">trained individuals</font></div><div>- used to <font color=""#00c3c3"">specifically identify structures</font> involved and severity of injury</div><div>- may include<font color=""#00c3c3""> ligament tests, range of motion, strength testing, vascular</font></div>"		y	KIN_240::Pre-Midterm_1::Injury_Identification
Diaphysis	Shaft of bone<div>- covered by compact bone</div>		y	KIN_240::Pre-Midterm_1::Injury_Identification
Epiphysis	"Composed of cancellous bone and has <font color=""#00c3c3"">hylaine cartilage</font> covering<div>- provides areas for muscle attachment</div>"		y	KIN_240::Pre-Midterm_1::Injury_Identification
Periosteum	Dense, white fibrous covering<div>- contains blood vessels and osteoblasts</div>	"<img src=""paste-8cfb98bb24128bd19c88bb547864a845c6a06f97.jpg"">"	y	KIN_240::Pre-Midterm_1::Injury_Identification
7 Classifications for bones	1. Long Bones<div>2. Short Bones</div><div>3. Flat Bones</div><div>4. Sutural Bones</div><div>5. Pneumatized Bones</div><div>6. Sesamoid Bones</div><div>7. Irregular Bones</div>			KIN_240::Pre-Midterm_1::Injury_Identification
How does bone growth (ossification) occur?	Ossification occurs from synthesis of bones organic matrix (work of osteoblasts and osteoclasts)			KIN_240::Pre-Midterm_1::Injury_Identification
What do osteoblasts do?	Osteoblasts create bone.			KIN_240::Pre-Midterm_1::Injury_Identification
What do osteoclasts do?	Osteoclasts break down bone in meduallary cavity.			KIN_240::Pre-Midterm_1::Injury_Identification
Explain bone growth. (6 steps)	"1. <font color=""#00c3c3"">Ossifcation</font> occurs (via osteoblasts/clasts)<div>2. Diaphysis and epiphyseal growth plates <font color=""#00c3c3"">grow towards each other</font></div><div>3. <font color=""#00c3c3"">Cartilage matures</font> and immature osteoblasts replace to ultimately <font color=""#00c3c3"">form solid bone</font></div><div>4. <font color=""#00c3c3"">Bone diameter increase</font> (osteoblasts) while <font color=""#00c3c3"">osteoclasts break down</font></div><div>5. At full size bone <font color=""#00c3c3"">maintains a state of balance</font> (osteoblastic and osteo-clastic activity are equal)</div><div><br></div><div>6. Over time, bone loss begins to exceed external bone growth</div><div>- as thickness decreases, bones are less resistance to forces (osteoporosis)</div>"			KIN_240::Pre-Midterm_1::Injury_Identification
Wolff's Law	This law explains a bones functional adaptation to stress.<div><br></div><div>Stress imposed on tissue will determine the lines of strength (the more stress the stronger the bone)</div>	"<img src=""paste-13cf3a21ad6498c927ae8a302ca22e2c2870316d.jpg"">"		KIN_240::Pre-Midterm_1::Injury_Identification
What are the two ways fractures can be classified.	Closed or open.	"<img src=""paste-0f9ab29d52d55f9f3fd9a795e39eea7ff4b17bc9.jpg"">"		KIN_240::Pre-Midterm_1::Injury_Identification
What is a closed fracture?	Fractures where there is little movement displacement<div>- most fractures are classified as this.</div>		y	KIN_240::Pre-Midterm_1::Injury_Identification
What is a open fracture?	Fracture that involves displacement of the fractured ends and breaking through the surrounding tissue.		y	KIN_240::Pre-Midterm_1::Injury_Identification
What are signs and symptoms of a fracture? (5)	Deformity, pain, point tenderness, swelling, and pain<div>- possible crepitus</div>			KIN_240::Pre-Midterm_1::Injury_Identification
What is crepitus?	Bone grinding on bone (think of gravel grinding together in a bag)	"<img src=""paste-d8c428f64fd4ba6c2a02721b14e657c5a1808066.jpg"">"	y	KIN_240::Pre-Midterm_1::Injury_Identification
What are the 6 types of fractures?	1. Greenstick<div>2. Comminuted</div><div>3. Linear</div><div>4. Transverse</div><div>5. Oblique</div><div>6. Spiral</div>	"<img src=""paste-8755814e90174a3f50788bea6990d30adfc47f36.jpg"">"		KIN_240::Pre-Midterm_1::Injury_Identification
What are green-stick fractures?<div><br></div><div>Who commonly gets this fracture? Why?</div>	Partial fracture/break<div>- usually occurs in youth, often times they won't have a full fracture.</div><div>- it's because their bones are more flexible</div>	"<img src=""paste-da45a8a3b18025575a8154eb7a8617e60a7d7940.jpg"">"	y	KIN_240::Pre-Midterm_1::Injury_Identification
What is a comminuted fracture?	A break of the bone in more than two fragments.	"<img src=""paste-f3aff9c69c004cf9fc80745723694bb0396aedd3.jpg"">"		KIN_240::Pre-Midterm_1::Injury_Identification
What is a linear fracture?	An incomplete fracture, basically cracks are forming.<div>- a fracture that runs parallel to the bone</div>	"<img src=""paste-57aaa0da4113a5d906fd8b53df56ef71832d177b.jpg"">"	y	KIN_240::Pre-Midterm_1::Injury_Identification
What is a transverse fracture?	A fracture when the break is perpendicular to the shaft.	"<img src=""paste-d2376b5eb8510d5cadeb4e444f063d3c13350ad0.jpg"">"		KIN_240::Pre-Midterm_1::Injury_Identification
What is an oblique fracture?	A fracture in which the break is at an angle to the shaft.	"<img src=""paste-75f03b3aa852097f69260f9750a27ae15fc2b54a.jpg"">"		KIN_240::Pre-Midterm_1::Injury_Identification
What is a spiral fracture?	A fracture due to torsion<div>- common in skiing</div>	"<img src=""paste-f30d983d2ed1883d7bbb08460ff56fec31e7c53a.jpg"">"	y	KIN_240::Pre-Midterm_1::Injury_Identification
Stress Fractures	Basically fractures lead by a progression of multiple factors<div>- overload</div><div>- focal microfractures</div><div>- periosteal or endosteal response</div><div>- linear fractures (that progress into displaced transverse fractures)</div>		y	KIN_240::Pre-Midterm_1::Injury_Identification
What are focal microfractures?	Fracture when bone growth is not keeping up with bone fracture.		y	KIN_240::Pre-Midterm_1::Injury_Identification
What are some typical causes for stress fractures?	1. Coming back to competition too soon after injury<div>2. Changing events without proper conditioning</div><div>3. Starting initial training too quickly</div><div>4. Changing training habits</div><div>5. Variety of postural and foot conditions</div>			KIN_240::Pre-Midterm_1::Injury_Identification
What are some signs and symptoms that you would see in stress fractures? Explain the early stages as well as the later stages.	"<font color=""#00ffff"">Early Stages</font>: focal tenderness and pain, there might be an ongoing minor ache or pain a high-risk area.<div><br></div><div><font color=""#00ffff"">Later Stages</font>: As it progresses the pain will become more constant; it won't be something that goes away with pain killers. It will just become more progressive.</div>"			KIN_240::Pre-Midterm_1::Injury_Identification
What are some common sites for stress fractures to occur?	Tibia, fibula, metatarsal shaft, calcaneus, femur, par interarticularis (vertabra), ribs, and humerus			KIN_240::Pre-Midterm_1::Injury_Identification
Avulsion Fractures	Separation of bone fragment from cortex via pull of ligament or tendon.<div><br></div><div>The connection between the ligament and the bone will pull away from the bone itself, not just a tear (sprain).</div>	"<div>Don't know if this is the right photo hehe</div><img src=""paste-0c250234ca2a9b01d4878a0fa5ecd8a88d37198c.jpg"">"	y	KIN_240::Pre-Midterm_1::Injury_Identification
What are 3 types of epiphyseal conditions attributed to bone injuries?	1. Injury to growth plate<div>2. Articular epiphysis</div><div>3. Apophyseal injuries</div><div><br></div><div>Occurs most often in children aged 10-16 years old.</div>	"<div>Most susceptible to youths (apophyseal = injury due to fast growth)</div><img src=""paste-7af6b730ed9cf0f87a071786bb36c53b3934183e.jpg"">"		KIN_240::Pre-Midterm_1::Injury_Identification
What age group is most susceptible to apophyseal injuries?	Young physically active individuals.			KIN_240::Pre-Midterm_1::Injury_Identification
What is apophyseal injuries?<div><br></div><div>What are examples of this?</div>	When athletes have a really massive growth spurt and the bone itself grows faster then the tendon to accomodate that length.<div><br></div><div>Stresses in the growth plates of adolescent athletes.</div>	"Eg: Severs Disease (Heels Pain)<div><img src=""paste-94948e5afbdfdf53c93a732c4c9d319165cfc8c1.jpg""><br></div><div>Eg: Osgood-Schlatter Disease</div><div><img src=""paste-326b4b341948992c92e5d1740c889c65599af1af.jpg""><br></div>"	y	KIN_240::Pre-Midterm_1::Injury_Identification
What is Severs disease?<div><br></div><div>What type of injury is this?</div>	It is an apophyseal injury to the heel. It is when the calcaneus grows too fast causing pain to the heel.	"<img src=""paste-94948e5afbdfdf53c93a732c4c9d319165cfc8c1.jpg"">"	y	KIN_240::Pre-Midterm_1::Injury_Identification
What is the Osgood-Schlatter disease?<div><br></div><div>What type of injury is it?</div>	It is an apophyseal injury when the femur grows too fast for the muscle. The knee then looks like it has a bump lower then it should be.	"<img src=""paste-326b4b341948992c92e5d1740c889c65599af1af.jpg"">"	y	KIN_240::Pre-Midterm_1::Injury_Identification
What are the 6 basic characteristics of synovial joints.	1. A joint capsule<div>2. Articular cartilages</div><div>3. A joint cavity filled with synovial fluid</div><div>4. A synovial membrane lining the joint capsule</div><div>5. Accessory structures*&nbsp;</div><div>- ligaments? - menisci (fibrocartilage) - muscles?</div><div>6. Sensory nerves and blood vessels</div>	"<img src=""paste-9936390c6ace23743448bbdb786f7a628a0e8b2d.jpg"">"		KIN_240::Pre-Midterm_1::Injury_Identification
Name 4 types of synovial joint injuries.	1. Ligament sprains<div>2. Dislocations</div><div>3. Subluxations</div><div>4. Bursitis</div>			KIN_240::Pre-Midterm_1::Injury_Identification
What are the grades of ligament sprains? What does each grade mean?	Grade 1: some pain with minimal loss of function, no abnormal loss of motion, mild tenderness<div><br></div><div>Grade 2: Pain, moderate loss of function, little bit of tearing but the ligament is still in tact.</div><div><br></div><div>Grade 3: Extremely painful with inevitable loss of function. It is a complete tear and may represent subluxation.</div>	"<img src=""paste-3fae5ba05ff811933f54b43c1c7062421ad55026.jpg"">"		KIN_240::Pre-Midterm_1::Injury_Identification
What is a subluxation?	It is a partial dislaction causing incomplete separation of two bones.&nbsp;<div><br></div><div>The ball has started to make itself out of the labrum but the muscles pulled it back in.</div><div>- not catastrophic because it has not completely separated</div>	"<img src=""paste-9f4ead18d10b35686b655646909a8d048f3c7696.jpg"">"	y	KIN_240::Pre-Midterm_1::Injury_Identification
What is a dislocation?	It is the complete separation of two bones and usually results in a gross deformity. Usually obvious.<div><br></div><div>X-ray is very important for first time dislocations.</div>	"<img src=""paste-2f93827399f051acf8992262bfa1a811fa68ee1e.jpg"">"	y	KIN_240::Pre-Midterm_1::Injury_Identification
Should you get an X-ray during first time dislocations? Why is this important?	Yes you should, this is very important for first time dislocations because we have to make sure there is no fractures that are there when we set the bone back in place. If there is a fracture piece situated inbetween the bones when the alignment happens then that would not be good!			KIN_240::Pre-Midterm_1::Injury_Identification
What happens to joint structures after a dislocation?	Static and dynamic stabilizing structures of the joint are damaged and therefore the joint will forever be weaker then it once was. This also means that subsequent dislocations would be easier to happen.	"""Once a dislocation, always a dislocation"""		KIN_240::Pre-Midterm_1::Injury_Identification
What is bursitis?	Bursa are fluid-filled sacs in synovial joints.<div><br></div><div>Sudden irritation can cause acute bursitis whereas constant external compression can cause chronic bursitis.</div><div><br></div><div>Repeated trauma can lead to calcification and degeneration of internal bursa linings.</div>	"Doctors will not drain this often because it will increase the risk of infection and will likely to continue to swell up after the treatment. Just try to be as conservative as possible.<div><img src=""paste-c4fa1d3d0ac4d19bd110e66d6c7a45b9addf613c.jpg""><br></div>"	y	KIN_240::Pre-Midterm_1::Injury_Identification
Which structure is stronger, a ligament or a tendon? Why?	A tendon is a lot stronger then a ligament. This is because tendons have wavy, parallel, and collagenous fibers whereas a ligament is just parallel.	This is why tears usually occur in muscles and not tendons		KIN_240::Pre-Midterm_1::Injury_Identification
How much PSI can a tendon produce and maintain?	8 700 - 18 000 psi!			KIN_240::Pre-Midterm_1::Injury_Identification
What percentage of increased length is the breaking point of tendons?	6-8% of increased length occuring at a high velocity.			KIN_240::Pre-Midterm_1::Injury_Identification
What are three types of injuries that can occur to a tendon?	Tendinitis, tendinosis, and tenosynovitis			KIN_240::Pre-Midterm_1::Injury_Identification
What is tendinitis?	Swelling/pain (inflammation) usually when the individual activates that tendon or when it is stretched.<div><br></div><div>Can lead to crepitus (stickiness or creakiness feeling)</div>		y	KIN_240::Pre-Midterm_1::Injury_Identification
What is tendinosis?	Can become this if tendinitus goes untreated. There is less welling but the tendon itself becomes weaker and harder to move.<div>- As you age it is harder for your tissues to heal and therefore is more common in middle or old age.</div><div>- treatment involves stretching and strengthening</div>		y	KIN_240::Pre-Midterm_1::Injury_Identification
What is tenosynovitis?<br>	Inflammation of the synovial sheath.<div>- acute case where there is rapid onset, crepitus, and diffuse swelling</div><div>- chronic cases result in thickening of tendon with pain and crepitus</div><div>- often occurs in long flexor tendon of the digits and the biceps tendon</div>	"<img src=""paste-f0c06de66862211d056b59ab87f15b033be9de93.jpg"">"	y	KIN_240::Pre-Midterm_1::Injury_Identification
What are muscle tears?	"These can also be considered ""strains""<div>- stretch tear, or rip to muscle or adjacent tissue</div><div>- may range from minute separation of connective tissue to complete tendinous avulsion or muscle rupture</div>"		y	KIN_240::Pre-Midterm_1::Injury_Identification
What are the different grades to a muscle strain? What do each represent?	Grade 1: Fibers have stretched but not that much torn (some torn)<div>- is still willing to contract muscle</div><div>- usually brought to attention after the fact</div><div><br></div><div>Grade 2: Many fibres have been torn and contracting hurts like a bitch. May have some swelling and discoloration and usually a depression or divot is palpaple</div><div><br></div><div>Grade 3: Complete rupture of musclulotendinous junction; significant pain that diminishes due to nerve damage.</div>			KIN_240::Pre-Midterm_1::Injury_Identification
What is a contusion?<div><br></div><div>May result in the generation of ______.</div>	Injury resulting from a sudden blow to the body<div>- hematoma results from blood and lympth flowing into surrounding tissue</div><div>- blood forms a clot encapsulated by connective tissue</div><div><br></div><div>Chronically inflamed and contused tissue may result in generation of calcium deposits</div>	"<img src=""paste-30789b2545d64f7bb7eff64e5b65aa053816591d.jpg"">"		KIN_240::Pre-Midterm_1::Injury_Identification
What is myositis ossificans?	It is when there is a muscle that is chronically inflamed and contused which results in the generation of calcium deposits.	"Prevention through padding.<div><br></div><div><img src=""paste-846eb026b7e0cbcec584dc2de940943f3a0956b6.jpg""><br></div>"	y	KIN_240::Pre-Midterm_1::Injury_Identification
What is Ectopic Calcification (myositis ossificans)?	It is a form of chronic musculoskeletal injury.<div><br></div><div>Striated muscle becomes chronically inflamed resulting in myositis.</div><div><br></div><div>Osteoid material accumulates rapidly and will either resolve in 9-12 months or mature with repeated trauma</div><div><br></div><div>With maturation, surgery is required for removal.</div><div>Common in quads and brachial muscles.</div>	"Myositis: inflammation and degeneration of muscle tissue<div><img src=""paste-3aebac127fa921c051afdfec3f0368c4949e6a31.jpg""><br></div>"	y	KIN_240::Pre-Midterm_1::Injury_Identification
Muscle Cramps	Painful involuntary skeletal muscle contraction.<div>Occurs in well-developed individuals when muscle is in shortened position.</div>		y	KIN_240::Pre-Midterm_1::Injury_Identification
Muscle Guarding	When an injury happens, muscles tighten around the injured joint as a protective mechanism (limits ROM).<div>- Involuntary muscle contraction in response to pain following the injury</div>		y	KIN_240::Pre-Midterm_1::Injury_Identification
